"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3","Dim4","Dim5"
"Ascospores colourless, aseptate, fusiform or ellipsoid, 7,5-10 x 2,5-4 µm.","Fusarium obtusisporum_166154_16042","Ascospores","7,5-10 x 2,5-4",8.75,3.25,NA,NA,NA
"Ascospores 0(-3)-septate, hyaline, allantoid or oblong-ellipsoid, smooth, biseriate when young, becoming crowded in the ascus, 8-11(-12) x (1-)1.5-2 (av. 9 x 2) µm.","Calosphaeria villosa_357173_13158","Ascospores",". 9 x 2)",9,2,NA,NA,NA
"Ascospores obliquely uniseriate to biseriate or triseriate, cylindrical with obtusely rounded ends, straight or curved, pale to dark brown (paler towards the ends), smooth to punctate-roughened, thick-walled, usually with a single median septum (occasionally septum not median or a second septum forming), not or slightly constricted at the septum, (11.4-)13.8-18(-21.6) x (4.2-)4.6-5.7(-7.2) µm","Valsaria allantospora_166189_13522","Ascospores","(11.4-)13.8-18(-21.6) x (4.2-)4.6-5.7(-7.2)",15.9,5.15,NA,NA,NA
"ascospores arranged uniseriate, biseriate, to irregularly biseriate. Ascospores fusiform, straight to slightly curved, one-septate, submedian, with distinct to slight constriction at septum, no guttules observed, (6.5-)7-9.5(-10.5) x 2-2.5 µm","Gnomoniella guttulata_246027_38509","ascospores","(6.5-)7-9.5(-10.5) x 2-2.5",8.25,2.25,NA,NA,NA
"Ascospores fusiform, straight to slightly curved, one-septate, submedian, with distinct to slight constriction at septum, no guttules observed, (6.5-)7-9.5(-10.5) x 2-2.5 µm","Gnomoniella guttulata_246027_38509","Ascospores","(6.5-)7-9.5(-10.5) x 2-2.5",8.25,2.25,NA,NA,NA
"ascospores overlapping uniseriate or biseriate above and uniseriate below. Ascospores ellipsoidal, (5.5)10.0-13.0(15.0)  x  (2.2)3.5-4.7(6.2) µm","Nectria cyanostoma_115099_51398","ascospores","(5.5)10.0-13.0(15.0) x (2.2)3.5-4.7(6.2)",11.5,4.1,NA,NA,NA
"Ascospores ellipsoidal, (5.5)10.0-13.0(15.0)  x  (2.2)3.5-4.7(6.2) µm","Nectria cyanostoma_115099_51398","Ascospores","(5.5)10.0-13.0(15.0) x (2.2)3.5-4.7(6.2)",11.5,4.1,NA,NA,NA
"Ascospores short cylindrical, ends rounded, 21.5-46 x 4.5-9 µm","Lasiosphaeria sorbina_30159_18130","Ascospores","21.5-46 x 4.5-9",33.75,6.75,NA,NA,NA
"Ascospores cylindrical, ends rounded, 19-25 x 4-4.5 µm,","Lasiosphaeria solaris_145229_53417","Ascospores","19-25 x 4-4.5",22,4.25,NA,NA,NA
"Ascospores brown, ellipsoid-inequilateral, somewhat flattened, smooth, 3.5-4.5(-5.5) x 2 x 2.5-3 µm,","Xylaria furcata_166414_15322","Ascospores","3.5-4.5(-5.5) x 2 x 2.5-3",4.5,2,2.75,NA,NA
"Ascospores (66-)70-85(-90) x 3-3.5(-4) µm","Lasiosphaeria scopula_157420_17904","Ascospores","(66-)70-85(-90) x 3-3.5(-4)",77.5,3.5,NA,NA,NA
"Ascospores 180-200 x 4-5 µm,","Sphaeria bacillata_357756_48474","Ascospores","180-200 x 4-5",190,4.5,NA,NA,NA
"Ascospores biseriate or crowded, hyaline, fusiform, slightly curved, with a septum in the middle, 30-45 x 6-7 µm.","Nitschkia macrospora_246314_39197","Ascospores","30-45 x 6-7",37.5,6.5,NA,NA,NA
"Ascospores biseriate, hyaline, fusiform, slightly curved, with a septum in the middle, 18-20 x 3.5-4 µm.","Nitschkia floridana_166577_39195","Ascospores","18-20 x 3.5-4",19,3.75,NA,NA,NA
"Ascospores arranged obliquely uniseriately to biseriately, 13-17 x 7-8 µm,","Rhytisma onobrychidis_194069_15950","Ascospores","13-17 x 7-8",15,7.5,NA,NA,NA
"ascospores are fusoid, straight or slightly curved, ends obtuse, seven-septate, 22-27 x 5-6 µm.","Calonectria hirsutellae_246408_47461","ascospores","22-27 x 5-6",24.5,5.5,NA,NA,NA
"Ascospores smooth-walled, hyaline, fusiform to ellipsoid or inequilaterally ellipsoid, occasionally, particularly in 8 spored asci, they remain 1-septate and 12-18 x 4,5-7,5 µm;","Sphaeria baccata_166699_14281","Ascospores","12-18 x 4,5-7,5",15,6,NA,NA,NA
"Ascospores (6-)8, hyaline, ellipsoidal, 15-30 x 10-17,5 µm.","Erysiphe macularis_119748_13240","Ascospores","15-30 x 10-17,5",22.5,13.75,NA,NA,NA
"Ascospores 8, ellipsoidal to oval, hyaline, 18-25 x 12-18 µm.","Erysiphe macularis_119748_14013","Ascospores","18-25 x 12-18",21.5,15,NA,NA,NA
"ascospores often irregular, spores of 2-or 4-spored asci larger, up to 30 x 21 µm.","Erysiphe macularis_119748_28297","ascospores","30 x 21",30,21,NA,NA,NA
"Ascospores filiform, hyaline, 225 x 0.8 µm","Cordyceps locustiphila_246466_64019","Ascospores","225 x 0.8",225,0.8,NA,NA,NA
"Ascospores 3-5 (-6), 22-27 x 13-16 µm.","Erysiphe martii_119743_13980","Ascospores","3-5 (-6)22-27 x 13-16",6,14.5,NA,NA,NA
"Ascospores monostichous in the ascus, 3-5 transversely septate, with one incomplete vertical septum in some of the cells and oblique septum in the end cells, 16-25 x 7-9 µm,","Cucurbitaria pithyophila_415444_26550","Ascospores","16-25 x 7-9",20.5,8,NA,NA,NA
"Ascospores multiseptate, hyaline, smooth, disarticulating at middle septum; part-ascospores lanceolate, multiseptate, (37.0-)41.5-45.7(-52.2) x (2.5-)2.7-3.2(-3.7) µm.","Podocrella poronioides_166803_19054","Ascospores","(37.0-)41.5-45.7(-52.2) x (2.5-)2.7-3.2(-3.7)",43.6,2.95,NA,NA,NA
"part-ascospores lanceolate, multiseptate, (37.0-)41.5-45.7(-52.2) x (2.5-)2.7-3.2(-3.7) µm.","Podocrella poronioides_166803_19054","part-ascospores","(37.0-)41.5-45.7(-52.2) x (2.5-)2.7-3.2(-3.7)",43.6,2.95,NA,NA,NA
"Ascospores suballantoid to reniform, curved, flattened on one side, 4-5 x 2-3 (mean +- SE = 4.4 +- 0.1 x 2.7 +- 0.1) µm,","Ceratostoma cuspidatum_358188_19128","Ascospores","= 4.4 +- 0.1 x 2.7 +- 0.1)",4.4,2.7,NA,NA,NA
"Ascospores ellipsoidal, 1-septate, colourless, smooth to finely warted to spinulose, 8-11-2.2-3.6 µm.","Nectriella aurantia_166837_34","Ascospores","8-11-2.2-3.6",6.6,NA,NA,NA,NA
"Ascospores fusiform, pale to mid brown, smooth, transversely 5-8 (mostly 7) septate, with usually one vertical septum in all but the end cells, sometimes with a Y shaped septum in one of the end cells, constricted at the middle septum, 35-50 x 13-15 µm.","Cucurbitaria piceae_7199_26552","Ascospores","35-50 x 13-15",42.5,14,NA,NA,NA
"ascospores more or less irregularly arranged. Ascospores ovate-elliptic, slightly constricted at the septum, 20-30 x 7-9 µm,","Heterosporium echinulatum_16898_16206","ascospores","20-30 x 7-9",25,8,NA,NA,NA
"Ascospores ovate-elliptic, slightly constricted at the septum, 20-30 x 7-9 µm,","Heterosporium echinulatum_16898_16206","Ascospores","20-30 x 7-9",25,8,NA,NA,NA
"ascospores mature, 70-105-10-25 µm,","Calonectria chlorinella_237068_47728","ascospores","70-105-10-25",57.5,NA,NA,NA,NA
"ascospores mainly biseriate. Ascospores muriform, with 3-4 transverse septa, usually 1 longitudinal septum, hyaline, fusiform, constricted at each septum, constricted at septae, disarticulating in asci. Part-ascospores subglobose to ellipsoid, slightly constricted at each septum, hyaline, (7.7-) 8.7-12.1 (-13.4)-(5.0-) 6.4-8.4 (-9.0) µm","Calonectria chlorinella_237068_47728","ascospores","(7.7-) 8.7-12.1 (-13.4)-(5.0-) 6.4-8.4 (-9.0)",9.2,NA,NA,NA,NA
"Ascospores muriform, with 3-4 transverse septa, usually 1 longitudinal septum, hyaline, fusiform, constricted at each septum, constricted at septae, disarticulating in asci. Part-ascospores subglobose to ellipsoid, slightly constricted at each septum, hyaline, (7.7-) 8.7-12.1 (-13.4)-(5.0-) 6.4-8.4 (-9.0) µm","Calonectria chlorinella_237068_47728","Ascospores","(7.7-) 8.7-12.1 (-13.4)-(5.0-) 6.4-8.4 (-9.0)",9.2,NA,NA,NA,NA
"Part-ascospores subglobose to ellipsoid, slightly constricted at each septum, hyaline, (7.7-) 8.7-12.1 (-13.4)-(5.0-) 6.4-8.4 (-9.0) µm","Calonectria chlorinella_237068_47728","Part-ascospores","(7.7-) 8.7-12.1 (-13.4)-(5.0-) 6.4-8.4 (-9.0)",9.2,NA,NA,NA,NA
"Ascospores ellipsoidal, (5.5-)6-9(-10) x 3-4.5(-5) (mean +- SE = 7.9 +- 0.2 x 3.8 +- 0.1) µm,","Ceratostoma cirrhosum_415372_19132","Ascospores","= 7.9 +- 0.2 x 3.8 +- 0.1)",7.9,3.8,NA,NA,NA
"Ascospores elliptical, yellow to pale brown, uniseriate, 3-septate, with a vertical septum usually in the two central cells or in one of them, constricted at the septa, 20-25 x 6-9 µm.","Cucurbitaria papaveracea_246671_15512","Ascospores","20-25 x 6-9",22.5,7.5,NA,NA,NA
"Ascospores straight to fusiform to slightly curved, allantoid, 12.5-17.5 x 4.5-6 µm,","Glomerella cingulata_5977_22101","Ascospores","12.5-17.5 x 4.5-6",15,5.25,NA,NA,NA
"ascospores arranged more or less in a bundle or in single or double file diagonally on top of each other within the ascus. Ascospores: colourless, thin-walled, smooth, clavate, 1-septate, 22-32 x 5-7 µm,","Cenangium pinastri_164816_18581","ascospores","22-32 x 5-7",27,6,NA,NA,NA
"Ascospores non-septate, inequilateral, fusiform to navicular with pointed ends, with a smooth outer wall, at first hyaline, becoming pale brown and finally dark brown, 50-69 x 7-9 µm,","Rosellinia pepo_24585_14326","Ascospores","50-69 x 7-9",59.5,8,NA,NA,NA
"Ascospores (15-) 20-38 x 4,5-6 µm,","Phyllachora afzeliae_167083_15951","Ascospores","(15-) 20-38 x 4,5-6",20,5.25,NA,NA,NA
"Ascospores hyaline, guttulate, thick-walled, medianly 1-septate, constricted at septum, fusoid-ellipsoidal, widest in the middle of the apical cell, which is acutely rounded, while the lower cell is subobtusely rounded, (10-)12-13(-14) x (3-)3.5-4(-5) µm.","Leptothyrium pomi_24806_17482","Ascospores","(10-)12-13(-14) x (3-)3.5-4(-5)",12.5,3.75,NA,NA,NA
"Ascospores germinating after 24 h on MEA, becoming brown and verruculose, with a visible mucoid sheath surrounding the spore on the agar surface, slightly or not constricted at the septum, 4-5 µm","Leptothyrium pomi_24806_17482","Ascospores","4-5",4.5,NA,NA,NA,NA
"Ascospores hyaline or nearly hyaline, ellipsoidal to broadly ellipsoidal, 1.8-3.2 x 1.2-1.8 µm,","Dipodascus albidus_30483_17172","Ascospores","1.8-3.2 x 1.2-1.8",2.5,1.5,NA,NA,NA
"Ascospores fusiform, L/W 3.0, straight, 15-18 x 5-7 µm,","Metasphaeria sepalorum_247016_18855","Ascospores","15-18 x 5-7",16.5,6,NA,NA,NA
"Ascospores monostichous, non-septate, dark brown. fusoid with one side flattened, 20-32 x 5-12 µm,","Xylaria polymorpha_29349_14327","Ascospores","20-32 x 5-12",26,8.5,NA,NA,NA
"Ascospores 1-celled, (10-) 11-15(-20) x (3.5-)4(-6.5) µm,","Diatrype albopruinosa_321025_13249","Ascospores","(10-) 11-15(-20) x (3.5-)4(-6.5)",13,4,NA,NA,NA
"Ascospores narrowly ovoid, some almost cylindrical or narrowly ellipsoid, the apices broadly rounded, (17-)18-21.4(-23) x (6.5-)7-8.5(-9.5) µm;","Helvella infula_167325_13142","Ascospores","(17-)18-21.4(-23) x (6.5-)7-8.5(-9.5)",19.7,7.75,NA,NA,NA
"Ascospores young, smooth: (17-)18.5-21 x 11-13 µm;","Helvella fusca_121664_56707","Ascospores",": (17-)18.5-21 x 11-13",18.5,12,NA,NA,NA
"Ascospores pale olivaceous brown, broadly elliptical, septate in or near the lower third, constricted at the septum, 18-30 x 10-16 µm,","Didymosphaeria populina_247264_14450","Ascospores","18-30 x 10-16",24,13,NA,NA,NA
"Ascospores hyaline, 1-septate, becoming light brown and slightly verrucose, 12-15 x 5-6 µm.","Nectria coccinea_48153_14831","Ascospores","12-15 x 5-6",13.5,5.5,NA,NA,NA
"Ascospores 16-25 x 7.5-10 µm","Metasphaeria massarina_359324_50117","Ascospores","16-25 x 7.5-10",20.5,8.75,NA,NA,NA
"Ascospores allantoid, hyaline, 8-10 x 1.5-2 µm","Fracchiaea callista_381579_39192","Ascospores","8-10 x 1.5-2",9,1.75,NA,NA,NA
"ascospores 4-5 µm","Niptera lychnidis_330765_46066","ascospores","4-5",4.5,NA,NA,NA,NA
"ascospores ellipsoid, 6.0 to 7.5 µm","Penicillium avellaneum_12405_14086","ascospores","7.5",7.5,NA,NA,NA,NA
"ascospores  prolate spheroids 6.0-7.5 x 4.0-5.0 µm,","Penicillium avellaneum_12405_41997","ascospores","6.0-7.5 x 4.0-5.0",6.75,4.5,NA,NA,NA
"ascospores maturing. ascospores broadly ellipsoid, dark brown, I-septate in the middle and constricted at the septum, 25-40 x 13-20 µm,","Triblidium sabinum_359598_12948","ascospores","25-40 x 13-20",32.5,16.5,NA,NA,NA
"ascospores broadly ellipsoid, dark brown, I-septate in the middle and constricted at the septum, 25-40 x 13-20 µm,","Triblidium sabinum_359598_12948","ascospores","25-40 x 13-20",32.5,16.5,NA,NA,NA
"Ascospores broadly ellipsoid, dark brown, septate in the middle, constricted at the septum, thick-walled, 25-40 x 13-20 µm,","Triblidium sabinum_359598_26528","Ascospores","25-40 x 13-20",32.5,16.5,NA,NA,NA
"Ascospores becoming differentiated into a swollen head and pedicel, head 15-19 x 8-10 µm,","Hypocopra natalitia_167668_53416","Ascospores","15-19 x 8-10",17,9,NA,NA,NA
"ascospores biseriate above, uniseriate below, or sometimes uniseriate throughout. Ascospores hyaline, narrowly ellipsoid to allantoid, muriform, with 5-7 transverse septa and one longitudinal septum, (17.8-) 19.4-23.6 (-26.6)-(5.4-) 7.0-8.8 (-9.7) µm","Fenestella zanthoxyli_315110_47749","ascospores","(17.8-) 19.4-23.6 (-26.6)-(5.4-) 7.0-8.8 (-9.7)",16,NA,NA,NA,NA
"Ascospores hyaline, narrowly ellipsoid to allantoid, muriform, with 5-7 transverse septa and one longitudinal septum, (17.8-) 19.4-23.6 (-26.6)-(5.4-) 7.0-8.8 (-9.7) µm","Fenestella zanthoxyli_315110_47749","Ascospores","(17.8-) 19.4-23.6 (-26.6)-(5.4-) 7.0-8.8 (-9.7)",16,NA,NA,NA,NA
"Ascospores biseriate, hyaline, fusiform to ellipsoid, straight or slightly curved, medianly or unequally 1-septate, slightly constricted at the septum, (9-) 10-12 x 2-2,5 µm.","Gnomoniella comari_347216_15519","Ascospores","(9-) 10-12 x 2-2,5",10,2.25,NA,NA,NA
"ascospores arranged irregularly biseriate or obliquely uniseriate. Ascospores fusiform, straight to slightly curved, one-septate, submedian, not constricted or slightly constricted at septum, each cell with 2-4 distinct guttules, 8-10 x 2-3 µm","Gnomoniella comari_347216_43834","ascospores","8-10 x 2-3",9,2.5,NA,NA,NA
"Ascospores fusiform, straight to slightly curved, one-septate, submedian, not constricted or slightly constricted at septum, each cell with 2-4 distinct guttules, 8-10 x 2-3 µm","Gnomoniella comari_347216_43834","Ascospores","8-10 x 2-3",9,2.5,NA,NA,NA
"Ascospores 2-3 ´ 1-2 µm,","Neoarcangelia ootheca_351745_8530","Ascospores","2-3 x 1-2",2.5,1.5,NA,NA,NA
"Ascospores (77-)120-135(-155) x 4-5(-6) µm","Belonium paludosum_346886_17905","Ascospores","(77-)120-135(-155) x 4-5(-6)",127.5,5,NA,NA,NA
"Ascospores disarticulating at the septum; part ascospores hyaline, finely spinulose, monomorphic and subglobose to dimorphic; distal part subglobose and proximal part subglobose to wedge-shaped.  Small ascospores (n = 251)  distal part: (1.7-)2.5-3.5(-4.5) x (1.7-)2.6-3.5(-4.0) µm","Sphaeria peltata_360129_49604","Ascospores",": (1.7-)2.5-3.5(-4.5) x (1.7-)2.6-3.5(-4.0)",3,3.05,NA,NA,NA
"ascospores hyaline, finely spinulose, monomorphic and subglobose to dimorphic; distal part subglobose and proximal part subglobose to wedge-shaped.  Small ascospores (n = 251)  distal part: (1.7-)2.5-3.5(-4.5) x (1.7-)2.6-3.5(-4.0) µm","Sphaeria peltata_360129_49604","ascospores",": (1.7-)2.5-3.5(-4.5) x (1.7-)2.6-3.5(-4.0)",3,3.05,NA,NA,NA
"ascospores (n = 251)  distal part: (1.7-)2.5-3.5(-4.5) x (1.7-)2.6-3.5(-4.0) µm","Sphaeria peltata_360129_49604","ascospores",": (1.7-)2.5-3.5(-4.5) x (1.7-)2.6-3.5(-4.0)",3,3.05,NA,NA,NA
"ascospores (n = 261)  distal part: (2.2-)3.5-5.0(-6.2) x (1.7-)3.0-4.0(-5.0) µm","Sphaeria peltata_360129_49604","ascospores",": (2.2-)3.5-5.0(-6.2) x (1.7-)3.0-4.0(-5.0)",4.25,3.5,NA,NA,NA
"culture.-Ascospores germinating within 12 h at room temperature on SNA and CMD. Colonies grown on PDA and SNA 1 wk at 30 and 37 C covering surface of a 9 cm diam plastic Petri dish, mycelium dense, white; aleuriospores forming abundantly in the aerial mycelium and within the agar; aleuriospores forming in the aerial mycelium typically clavate, (8-)10-18(-27) µm","Sphaeria peltata_360129_49605","culture.-Ascospores","(8-)10-18(-27)",14,NA,NA,NA,NA
"ascospores mature. Ascospores often variable in size even within a single ascus, cylindrical to ellipsoid, hyaline, slightly constricted at the central septum, 12-20 x 4,5-6,5 µm.","Nectria cinnabarina_17317_14830","ascospores","12-20 x 4,5-6,5",16,5.5,NA,NA,NA
"Ascospores often variable in size even within a single ascus, cylindrical to ellipsoid, hyaline, slightly constricted at the central septum, 12-20 x 4,5-6,5 µm.","Nectria cinnabarina_17317_14830","Ascospores","12-20 x 4,5-6,5",16,5.5,NA,NA,NA
"Ascospores 1(-3)-septate, ellipsoidal, usually slightly curved, (14-)16-23 x 4-6 µm.","Nectria cinnabarina_17317_17132","Ascospores","(14-)16-23 x 4-6",16,5,NA,NA,NA
"ascospores arranged uniseriate to biseriate. Ascospores fusiform to slightly obovoid, straight to slightly curved, one-septate, submedian, no constriction to distinct constriction at septum, 1-4 guttules, (6.5-)7-10.5(-11) x (2-)2.5-3(-3.5) µm","Calosphaeria idaeicola_360194_38511","ascospores","(6.5-)7-10.5(-11) x (2-)2.5-3(-3.5)",8.75,2.75,NA,NA,NA
"Ascospores fusiform to slightly obovoid, straight to slightly curved, one-septate, submedian, no constriction to distinct constriction at septum, 1-4 guttules, (6.5-)7-10.5(-11) x (2-)2.5-3(-3.5) µm","Calosphaeria idaeicola_360194_38511","Ascospores","(6.5-)7-10.5(-11) x (2-)2.5-3(-3.5)",8.75,2.75,NA,NA,NA
"ascospores arranged obliquely parallel or irregularly seriate. Ascospores ellipsoid-elongated, slightly tapering toward rounded ends, 1-septate, often with short appendages 1.5-2 µm,","Diaporthe salicella_117816_49050","ascospores","1.5-2",1.75,NA,NA,NA,NA
"Ascospores ellipsoid-elongated, slightly tapering toward rounded ends, 1-septate, often with short appendages 1.5-2 µm,","Diaporthe salicella_117816_49050","Ascospores","1.5-2",1.75,NA,NA,NA,NA
"Ascospores fusiform, hyaline to pale brown, 3-septate, 29-40 (-45) x 4-5.5 µm.","Ceratosphaeria castillensis_360241_30103","Ascospores","29-40 (-45) x 4-5.5",40,4.75,NA,NA,NA
"Ascospores broadly ellipsoidal, 6-9-7-10 µm,","Acrosporium candidum_215183_24984","Ascospores","6-9-7-10",8,NA,NA,NA,NA
"Ascospores ellipsoidal, 10-14 x (4-)5-6 (mean +- SE = 12 +- 0.1 x 4.6 +- 0.1) µm,","Ceratosphaeria crinigera_147168_19133","Ascospores","= 12 +- 0.1 x 4.6 +- 0.1)",12,4.6,NA,NA,NA
"Ascospores fusiform, hyaline, 5-7 septate, 52-72 x 3.5-4.5 µm.","Ceratosphaeria lampadophora_117580_29953","Ascospores","52-72 x 3.5-4.5",62,4,NA,NA,NA
"ascospores conglobate, oblong, brown, smooth, 18-24 x 8-12 µm,","Parasterina africana_248047_32710","ascospores","18-24 x 8-12",21,10,NA,NA,NA
"ascospores are liberated); paraphyses filiform, 3-4 µm","Peziza africana_248048_32711","ascospores","3-4",3.5,NA,NA,NA,NA
"ascospores uniseriate, smooth, hyaline, ellipsoid, ends rounded, 20-24 x 12-14 µm.","Peziza africana_248048_32711","ascospores","20-24 x 12-14",22,13,NA,NA,NA
"Ascospores allantoid, hyaline, 8-10 x 1.5-2 µm","Neofracchiaea callista_247339_39192","Ascospores","8-10 x 1.5-2",9,1.75,NA,NA,NA
"Ascospores 28-34 x 18-21 µm,","Gelasinospora cerealis_11283_23210","Ascospores","28-34 x 18-21",31,19.5,NA,NA,NA
"Ascospores hyaline to faintly greenish hyaline, oblong to almost obovoid, 18-22 x 6-7 µm,","Pseudapiospora corni_148692_13344","Ascospores","18-22 x 6-7",20,6.5,NA,NA,NA
"Ascospores ellipsoidal-fusiform, unilaterally flattened, golden brown, 3.5-5.0 x 2.0-2.5 µm.","Arthrographis kalrai_418232_11453","Ascospores","3.5-5.0 x 2.0-2.5",4.25,2.25,NA,NA,NA
"Ascospores hyaline to brown, 1-3(4) septate, constricted at the septum, 30-50 x 1215 µm,","Chevalieropsis ctenotricha_151409_26517","Ascospores","30-50 x 1215",40,1215,NA,NA,NA
"ascospores 16-24 x 6-8 µm,","Lembosia durbana_248485_32713","ascospores","16-24 x 6-8",20,7,NA,NA,NA
"Ascospores hyaline, oblong elliptical, 1-3-septate, usually constricted at the central septum, 10-12 x 5-6 µm.","Sphaceloma fawcettii_9302_14403","Ascospores","10-12 x 5-6",11,5.5,NA,NA,NA
"ascospores lenticular, commonly 6.0 to 7.0 µm","Aspergillus mangini_418293_12083","ascospores","7.0",7,NA,NA,NA,NA
"Ascospores elliptical, with a gelatinous sheath, forming a brim, giving a hat-shaped appearance, hyaline, non-septate, smooth, 4,5-8 x 2,5-5,5 µm.","Ceratostomella fimbriata_32582_13965","Ascospores","4,5-8 x 2,5-5,5",6.25,4,NA,NA,NA
