"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3","Dim4"
"Basidiospores of H. analogum and H. punctulatum are globose to subglobose with tuberculate walls. Those of H. sphaerosporum are also globose but are smooth. Hypochnicium geogenium basidiospores are much smaller (6.58 x 4.5-5 µm)","Hyphoderma prosopidis_478474_3119","Basidiospores","(6.58 x 4.5-5",6.58,4.75,NA,NA
"basidiospores are much smaller (6.58 x 4.5-5 µm)","Hyphoderma prosopidis_478474_3119","basidiospores","(6.58 x 4.5-5",6.58,4.75,NA,NA
"basidiospores  broadly ellipsoid, (6.5-) 6.8-8.2 (-8.4) x 4.0-4.8 µm,","Gloeohypochnicium versatum_478478_4241","basidiospores","(6.5-) 6.8-8.2 (-8.4) x 4.0-4.8",7.5,4.4,NA,NA
"Basidiospores (10-)10.5-13 x 4.5-6.0 µm,","Gymnopus inusitatus var. cystidiatus_478489_51902","Basidiospores","(10-)10.5-13 x 4.5-6.0",10.5,5.25,NA,NA
"Basidiospores 16.2-23.5 x 9.7-12.1 µm","Pouzarella variabilis_478492_51904","Basidiospores","16.2-23.5 x 9.7-12.1",19.85,10.9,NA,NA
"basidiospores shorter than 13 µm,","Pouzarella parvispora_478493_51905","basidiospores","13",13,NA,NA,NA
"Basidiospores 9.7-13 x 8-11.3 µm","Pouzarella parvispora_478493_51906","Basidiospores","9.7-13 x 8-11.3",11.35,9.65,NA,NA
"Basidiospores  11.3-17.8 x 8-12.1 µm","Pouzarella sulcata_478494_51908","Basidiospores","11.3-17.8 x 8-12.1",14.55,10.05,NA,NA
"Basidiospores   14.6-18.6 x 9.7-11.3 (-12.1) µm","Pouzarella brunneonigrescens_478495_51910","Basidiospores","14.6-18.6 x 9.7-11.3 (-12.1)",16.6,11.3,NA,NA
"Basidiospores (15.4-) 16.2-19.4 x 10-12.1 µm","Pouzarella olivacea_478496_51912","Basidiospores","(15.4-) 16.2-19.4 x 10-12.1",16.2,11.05,NA,NA
"Basidiospores ellipsoid to subspherical, c. 7-9 x (5-)6-9 µm","Tremella diploschistina_478561_52004","Basidiospores",". 7-9 x (5-)6-9",8,6,NA,NA
"Basidiospores 6.2-8.7(-10)-6.2-8.7 µm","Inocephalus glycosmus var. paranapiacabensis_478576_52006","Basidiospores","6.2-8.7(-10)-6.2-8.7",10,NA,NA,NA
"Basidiospores 9 x 6-7 µm,","Craterellus atratus_478578_52010","Basidiospores","9 x 6-7",9,6.5,NA,NA
"Basidiospores 9-10(11) x 7-8.5(9) µm,","Craterellus atratus_478578_57954","Basidiospores","9-10(11) x 7-8.5(9)",10,8.5,NA,NA
"Basidiospores 9 x 6-7 µm,","Craterellus atratus_478578_59086","Basidiospores","9 x 6-7",9,6.5,NA,NA
"Basidiospores 7.5-(8.7)-11.0 x 4-(4.6)-6.0 µm,","Moniliophthora aurantiaca_478580_57599","Basidiospores","7.5-(8.7)-11.0 x 4-(4.6)-6.0",8.7,4.6,NA,NA
"Basidiospores (7.2-)7.8-9.8(-10.6) x (3.5-)3.9-4.3(-4.8) µm,","Xerocomus puniceiporus_478582_52015","Basidiospores","(7.2-)7.8-9.8(-10.6) x (3.5-)3.9-4.3(-4.8)",8.8,4.1,NA,NA
"Basidiospores (9.2-)9.6-12(-12.8)-(5.2¬-)5.6-7.2(-7.6) µm","Mycena nivicola_478589_52023","Basidiospores","(9.2-)9.6-12(-12.8) x (5.2¬-)5.6-7.2(-7.6)",10.8,6.4,NA,NA
"Basidiospores 9.6-12.2(-12.6)-(5.6-)6.2-7.7(-8.1) µm","Mycena bulliformis_478590_52025","Basidiospores","9.6-12.2(-12.6) x (5.6-)6.2-7.7(-8.1)",12.2,6.95,NA,NA
"basidiospores oblong-ellipsoid to cylindric, hyaline, negative in Melzer's reagent, 5-7 x 2.5-3.2 µm,","Leiotrametes lactinea_478637_50052","basidiospores","5-7 x 2.5-3.2",6,2.85,NA,NA
"basidiospores 4.4-6.4 x 1.5-2.4 µm,","Leiotrametes menziesii_478638_58609","basidiospores","4.4-6.4 x 1.5-2.4",5.4,1.95,NA,NA
"Basidiospores globose 8.6-11 µm","Pisolithus calongei_478680_52135","Basidiospores","8.6-11",9.8,NA,NA,NA
"Basidiospores ovoid, measuring 3-4 x 25-35 µm","Leucosporidium drummii_478702_52192","Basidiospores","3-4 x 25-35",3.5,30,NA,NA
"Basidiospores  4.5-5.5(-6.0) x 3.9-5.0(-5.5) µm,","Pluteus crenulatus_478725_52214","Basidiospores","4.5-5.5(-6.0) x 3.9-5.0(-5.5)",5.5,5,NA,NA
"Basidiospores  4.9-7.0 x 4.5-5.7 µm,","Pluteus stenotrichus_478726_52216","Basidiospores","4.9-7.0 x 4.5-5.7",5.95,5.1,NA,NA
"basidiospores measuring 2.5-4 x 3-9 µm.","Bambusiomyces shiraianus_478732_52228","basidiospores","2.5-4 x 3-9",3.25,6,NA,NA
"Basidiospores ellipsoid to ovoid, hyaline, smooth, negative in Melzer's reagent, 4.5-6 x 3-4 µm.","Yuchengia narymica_478751_44519","Basidiospores","4.5-6 x 3-4",5.25,3.5,NA,NA
"Basidiospores ellipsoid, not truncate, hyaline, thick-walled, smooth, IKI-, CB+, (4.1-)4.2-5.2(-5.3) x (3.1-)3.2-4(-4.1) µm,","Yuchengia narymica_478751_52257","Basidiospores","+(4.1-)4.2-5.2(-5.3) x (3.1-)3.2-4(-4.1)",5.2,3.6,NA,NA
"Basidiospores elongate-ovoid, thin-walled and hyaline, with an apiculus that is typically small and eccentric, with guttules, 11-14 µm","Lepidostroma vilgalysii_480329_52291","Basidiospores","11-14",12.5,NA,NA,NA
"Basidiospores ovoid to broadly ellipsoid, sometimes some cylindrical, apiculus cubic, thin-walled, non-amyloid, (7.5-)8-10(-10.5) x 6-7.5 µm","Hydnum ovoideisporum_480480_52318","Basidiospores","(7.5-)8-10(-10.5) x 6-7.5",9,6.75,NA,NA
"Basidiospores ovoid to broadly ellipsoid in lateral view, apiculus cubic, thin-walled, non-amyloid, (7-)8-9(-9.5) x 6-7.5(-8) µm","Hydnum vesterholtii_480481_52320","Basidiospores","(7-)8-9(-9.5) x 6-7.5(-8)",8.5,7.5,NA,NA
"Basidiospores 6.5-8.3-4.6-5.5 µm","Crepidotus byssinus_480604_52451","Basidiospores","6.5-8.3-4.6-5.5",6.45,NA,NA,NA
"Basidiospores 3-4.5 x 2.2-2.5 µm","Oxyporus hexaporoides_480630_52502","Basidiospores","3-4.5 x 2.2-2.5",3.75,2.35,NA,NA
"Basidiospores subglobose to globose, hyaline, thick-walled, smooth, dextrinoid in Melzer’s reagent, strongly CB+, (5.8-)5.9-7.6(-7.9) ? 5.4-6.5(-6.8) µm,","Fomitiporia pentaphylacis_480657_52557","Basidiospores","+(5.8-)5.9-7.6(-7.9) x 5.4-6.5(-6.8)",7.6,6.5,NA,NA
"Basidiospores subglobose to globose, hyaline, thick-walled, smooth, dextrinoid in Melzer’s reagent, strongly CB+, (5.8-)6-6.9(-7.1) ? 5.4(-5.5)-6.6(-6.9) µm,","Fomitiporia tenuitubus_480658_52559","Basidiospores","+(5.8-)6-6.9(-7.1) x 5.4(-5.5)-6.6(-6.9)",6.9,6.05,NA,NA
"Basidiospores 7.7-10.5 µm","Phylloporus castanopsidis_480667_52571","Basidiospores","7.7-10.5",9.1,NA,NA,NA
"Basidiospores 8.4-9.8 µm","Phylloporus dimorphus_480678_52573","Basidiospores","8.4-9.8",9.1,NA,NA,NA
"Basidiospores 6.3-7.7 µm","Phylloporus infuscatus_480679_52575","Basidiospores","6.3-7.7",7,NA,NA,NA
"Basidiospores 10.5-11.9 µm","Phylloporus pumilus_480680_52577","Basidiospores","10.5-11.9",11.2,NA,NA,NA
"Basidiospores 9.8-11.2 µm","Phylloporus rubiginosus_480681_52579","Basidiospores","9.8-11.2",10.5,NA,NA,NA
"Basidiospores olive in mass, 9-12.5 µm","Phylloporus cyanescens_480683_52580","Basidiospores","9-12.5",10.75,NA,NA,NA
"Basidiospores (3 collections, 292 measurements): 8.8-10.48-12.3 x 5.5-5.97-6.8 µm,","Alnicola longicystis_480699_52618","Basidiospores","): 8.8-10.48-12.3 x 5.5-5.97-6.8",10.48,5.97,NA,NA
"Basidiospores (4 collections, 149 measurements): 9.2-11.20-13.5 x 5.6-6.46-7.4 µm,","Alnicola xanthophylla_480700_57989","Basidiospores","): 9.2-11.20-13.5 x 5.6-6.46-7.4",11.2,6.46,NA,NA
"Basidiospores (14.4-)16.9-23.4(-24) x 6.8-9(-9.5) µm,","Rossbeevera yunnanensis_480713_52627","Basidiospores","(14.4-)16.9-23.4(-24) x 6.8-9(-9.5)",20.15,9,NA,NA
"Basidiospores broadly ellipsoid with a small, distinct apiculus, (4.2-)4.4-5.1-3-3.6(-4) µm,","Pseudolagarobasidium belizense_480718_52640","Basidiospores","(4.2-)4.4-5.1-3-3.6(-4)",4.05,NA,NA,NA
"Basidiospores scarce, often collapsed, ellipsoid, 4.2-5(-5.4)-2.9-3.5 µm,","Pseudolagarobasidium modestum_480719_52641","Basidiospores","4.2-5(-5.4)-2.9-3.5",5.4,NA,NA,NA
"Basidiospores subglobose to broadly ellipsoid with a small, distinct apiculus, 4-5.5-3-3.7(-4.3) µm,","Pseudolagarobasidium pronum_480720_52642","Basidiospores","4-5.5-3-3.7(-4.3)",3,NA,NA,NA
"Basidiospores broadly ellipsoid, with a small, distinct apiculus, (3.4-)3.6-4.3(-4.7)-2.9-3.2(-3.6) µm,","Pseudolagarobasidium pusillum_480722_52646","Basidiospores","(3.4-)3.6-4.3(-4.7)-2.9-3.2(-3.6)",4.7,NA,NA,NA
"Basidiospores broadly ellipsoid, with an inconspicuous apiculus, (3.5-)4-5(-5.5)-(2.8-)3.2-3.7(-4.3) µm,","Pseudolagarobasidium venustum_480723_52647","Basidiospores","(3.5-)4-5(-5.5) x (2.8-)3.2-3.7(-4.3)",4.5,3.45,NA,NA
"Basidiospores (80/3/3) (6-)7-8(-8.5) x (5.5-)6-7 µm,","Russula jilinensis_480750_52685","Basidiospores","(80/3/3) (6-)7-8(-8.5) x (5.5-)6-7",7,6,NA,NA
"Basidiospores broadly ellipsoid to subglobose, 5-7-4-5(-6) µm,","Hypochnicium flexibile_480776_52782","Basidiospores","5-7-4-5(-6)",4,NA,NA,NA
"Basidiospores subcylindrical to narrowly ellipsoid, some slighlty curved, 4-5-2-2.5(-2.8) µm,","Phlebia fragilis_480777_52783","Basidiospores","4-5-2-2.5(-2.8)",2,NA,NA,NA
"Basidiospores narrowly ellipsoid to subcylindrical, 7-8.5(-10)-4-4.5(-6) µm,","Hypochnicium novae-zelandiae_480778_52784","Basidiospores","7-8.5(-10)-4-4.5(-6)",7,NA,NA,NA
"Basidiospores narrowly ellipsoid, often curved, 6-7-2.5-3.5 µm,","Hyphodontia novozelandica_480779_52785","Basidiospores","6-7-2.5-3.5",4.75,NA,NA,NA
"Basidiospores elliptic to oval, smooth, olivaceous, up to 3.8-6.0-3.15-4.5 µm,","Bovista himalaica_480787_52796","Basidiospores","3.8-6.0-3.15-4.5",4.575,NA,NA,NA
"Microcharacters-Basidiospores  (8-)8.5-11 x (4.5-)5-6.5 (-7) µm,","Cantharellus zangii_480802_52807","Microcharacters-Basidiospores","(8-)8.5-11 x (4.5-)5-6.5 (-7)",8.5,5.75,NA,NA
"Basidiospores globose to subglobose, IKI-, slightly thick-walled, hyaline to pale yellow, 8.75-11.25 x 8.75-10 µm.","Inonotus multisetifer_480868_52932","Basidiospores","8.75-11.25 x 8.75-10",10,9.375,NA,NA
"Basidiospores 7.2-11.7 x 5.4-6.3 µm","Armillaria altimontana_480898_52949","Basidiospores","7.2-11.7 x 5.4-6.3",9.45,5.85,NA,NA
"Basidiospores cylindrical to oblong-ellipsoid, hyaline, thin-walled, smooth, IKI-, CB-, (3-)3.2-4(-4.7)-(1.7-)1.8-2.1(-2.3) µm,","Fomitopsis subtropica_480931_52998","Basidiospores","-(3-)3.2-4(-4.7) x (1.7-)1.8-2.1(-2.3)",3.6,1.95,NA,NA
"Spores-Basidiospores cylindrical, hyaline, thin-walled, smooth, IKI-, CB-, (4.0-)4.2-6.0(-6.9) x 1.9-2.4(-2.5) µm,","Postia subplacenta_480932_53000","Spores-Basidiospores","-(4.0-)4.2-6.0(-6.9) x 1.9-2.4(-2.5)",5.1,2.4,NA,NA
"basidiospores subglobose, globose to ovoid, hyaline, strongly dextrinoid, thick walled, smooth, (6.5-)7.0-7.5(-8.3) x (5.8-)6.5-7.0(-7.5) µm","Fomitiporia cupressicola_480943_53009","basidiospores","(6.5-)7.0-7.5(-8.3) x (5.8-)6.5-7.0(-7.5)",7.25,6.75,NA,NA
"basidiospores (globose), subglobose to obovoid, hyaline, dextrinoid, cyanophilous, distinctly thick-walled, smooth, (5.5-)5.8-6.5(-6.8) x (4.5-)5.0-5.5(-5.5) µm,","Fomitiporia castilloi_480949_53013","basidiospores","(5.5-)5.8-6.5(-6.8) x (4.5-)5.0-5.5(-5.5)",6.15,5.25,NA,NA
"BASIDIOSPORES globose to truncate, thick-walled and variably dextrinoid, 5.58(9) x 5-6 µm.","Truncospora detrita_480951_7099","BASIDIOSPORES","5.58(9) x 5-6",7.29,5.5,NA,NA
"Basidiospores (5-)5.5-6.5(-7) x (2-)2.5-3(-3.5), (6.1+-0.31 x 2.9+-0.14) µm,","Lentinus alpacus_480962_53026","Basidiospores","(5-)5.5-6.5(-7) x (2-)2.5-3(-3.5)(6.1+-0.31 x 2.9+-0.14)",6,3,2.9,NA
"Basidiospores (8.3-)8.5-9.6-9.9-10.9(-11.3)-(7.5-)7.7-8.6-9.0-9.6(-9.7) µm,","Lactifluus dissitus_481080_53151","Basidiospores","(8.3-)8.5-9.6-9.9-10.9(-11.3) x (7.5-)7.7-8.6-9.0-9.6(-9.7)",9.75,8.8,NA,NA
"Basidiospores (7.4-)7.9-8.7-8.9-9.9(-10.0) x (6.7-)6.8-7.7-8.1-8.9(-9.0) µm,","Lactifluus leptomerus_481082_53153","Basidiospores","(7.4-)7.9-8.7-8.9-9.9(-10.0) x (6.7-)6.8-7.7-8.1-8.9(-9.0)",8.8,7.9,NA,NA
"Basidiospores (8.4-)8.5-9.3-9.9-11.3(-11.6) x (7.7-)7.8-8.6-9.0-9.9(-10.1) µm,","Lactifluus versiformis_481083_53155","Basidiospores","(8.4-)8.5-9.3-9.9-11.3(-11.6) x (7.7-)7.8-8.6-9.0-9.9(-10.1)",9.6,8.8,NA,NA
"Basidiospores subglobose to globose, very pale yellowish, fairly thick-walled, smooth, IKI-, CB-, (4.8-)5-6(-6.8)-(4.3-)4.7-5.2(-5.9) µm,","Coltricia albidipes_481109_53207","Basidiospores","-(4.8-)5-6(-6.8) x (4.3-)4.7-5.2(-5.9)",5.5,4.95,NA,NA
"Basidiospores cylindric, pale yellowish, fairly thick-walled, smooth, IKI-, CB-, (10-)10.2-13-4-5.1 µm,","Coltricia arenicola_481111_53211","Basidiospores","-(10-)10.2-13-4-5.1",13,NA,NA,NA
"Basidiospores ellipsoid, pale yellowish, thick-walled, smooth, IKI-, CB-, 6-7.8(-8)-4-4.9(-5) µm,","Coltricia kinabaluensis_481113_53215","Basidiospores","-6-7.8(-8)-4-4.9(-5)",6,NA,NA,NA
"Basidiospores ellipsoid, yellowish, thick-walled, and often collapsed, smooth, IKI-, CB-, (7.8-)8-9.8(-10)-(4.7-)5-6.5(-7) µm,","Coltricia progressus_481114_53217","Basidiospores","-(7.8-)8-9.8(-10) x (4.7-)5-6.5(-7)",8.9,5.75,NA,NA
"Basidiospores narrowly ellipsoid to mango-shaped, tapering at the apex, golden yellowish, thick-walled, finely verrucose, IKI-, CB-, (7.8-)8-10(-10.5)-(4.5-)4.8-5.8(-6) µm,","Coltriciella corticicola_481115_53219","Basidiospores","-(7.8-)8-10(-10.5) x (4.5-)4.8-5.8(-6)",9,5.3,NA,NA
"Basidiospores 6.7-8.3 x 3.0-4.0 µm,","Lepiota himalayensis_481169_53281","Basidiospores","6.7-8.3 x 3.0-4.0",7.5,3.5,NA,NA
"Basidiospores vinaceous brown to pinkish brown, 10.5-13.3 µm","Sutorius eximius_481171_17568","Basidiospores","10.5-13.3",11.9,NA,NA,NA
"Basidiospores dull pinkish brown (7C5-7D5) in light to medium deposit, to chestnut brown (8E7) in heavy deposit, 9.7-12 µm","Sutorius eximius_481171_23910","Basidiospores","9.7-12",10.85,NA,NA,NA
"Spores.-Basidiospores oblong-ellipsoid to ellipsoid, hyaline, thin-walled, smooth, IKI-, CB-, (3.6-)4-4.9(-5)-(2.3-)2.5-3(-3.2) µm,","Ceriporiopsis lavendula_481322_53390","Spores.-Basidiospores","-(3.6-)4-4.9(-5) x (2.3-)2.5-3(-3.2)",4.45,2.75,NA,NA
"Spores.-Basidiospores allantoid, curved, hyaline, thin-walled, smooth, IKI-, CB-, 3-3.8(-3.9)-(0.3-)0.4-0.6 µm,","Skeletocutis inflata_481323_53392","Spores.-Basidiospores","-3-3.8(-3.9) x (0.3-)0.4-0.6",3.8,0.4,NA,NA
"Basidiospores  (6-) 6.5-8 (-8.5) x (5-) 5.5-6.5 (-7) µm","Lactifluus atrovelutinus_481326_23525","Basidiospores","(6-) 6.5-8 (-8.5) x (5-) 5.5-6.5 (-7)",7.25,6,NA,NA
"Basidiospores 6.1-7.0-7.8 (8.0)-5.1-5.9-6.6 µm,","Lactifluus conchatulus_481328_48558","Basidiospores","6.1-7.0-7.8 (8.0)-5.1-5.9-6.6",8,NA,NA,NA
"Basidiospores 7.1-8.5-8.8-9.9 (10.2)-6.4-7.4-7.7-8.8 µm,","Lactifluus coniculus_481330_48542","Basidiospores","7.1-8.5-8.8-9.9 (10.2)-6.4-7.4-7.7-8.8",10.2,NA,NA,NA
"Basidiospores 7.1-8.3-9.6 (10.1)-6.5-7.3-8.2 µm,","Lactifluus genevievae_481331_48561","Basidiospores","7.1-8.3-9.6 (10.1)-6.5-7.3-8.2",10.1,NA,NA,NA
"Basidiospores (7.8) 8.0-9.3-10.6 (10.7)-(6.8) 7.0-8.2-9.5 µm,","Lactifluus hora_481332_48554","Basidiospores","(7.8) 8.0-9.3-10.6 (10.7) x (6.8) 7.0-8.2-9.5",9.3,7.6,NA,NA
"Basidiospores 6.6-8.2-9.1-11.3 (12.1)-5.9-7.5-7.6-8.8 (9.1) µm,","Lactifluus leae_481333_48548","Basidiospores","6.6-8.2-9.1-11.3 (12.1)-5.9-7.5-7.6-8.8 (9.1)",9,NA,NA,NA
"Basidiospores 7.7-8.6-9.2-11 (11.5)-6.2-7.2-7.4-8.4 (8.7) µm,","Lactifluus leonardii_481334_48552","Basidiospores","7.7-8.6-9.2-11 (11.5)-6.2-7.2-7.4-8.4 (8.7)",8.85,NA,NA,NA
"Basidiospores (6.5) 6.8-7.6-7.9-8.9-6.0-6.8-6.9-7.8 µm,","Lactifluus limbatus_481335_48540","Basidiospores","(6.5) 6.8-7.6-7.9-8.9-6.0-6.8-6.9-7.8",8.9,NA,NA,NA
"Spores-Basidiospores ellipsoid, hyaline, thin-walled, mostly bearing one or two small guttules, finely asperulate, amyloid, CB-, 3-4 x 2-2.7(-2.9) µm,","Wrightoporia nigrolimitata_481353_53434","Spores-Basidiospores","-3-4 x 2-2.7(-2.9)",3.5,2.7,NA,NA
"Basidiospores cylindrical, hyaline, thin-walled, smooth, IKI-, CB-, (4-)4.1-6(-7.2)-(2-)2.1-2.7(-2.8) µm,","Daedalea circularis_481469_53668","Basidiospores","-(4-)4.1-6(-7.2) x (2-)2.1-2.7(-2.8)",5.05,2.4,NA,NA
"basidiospores (4.5-6.5-2-2.8 µm),","Daedalea circularis_481469_53668","basidiospores","(4.5-6.5-2-2.8",4.25,NA,NA,NA
"basidiospores (4.5-6.3-2.2-2.9 µm),","Daedalea circularis_481469_53668","basidiospores","(4.5-6.3-2.2-2.9",4.25,NA,NA,NA
"Basidiospores cylindrical, hyaline, thin-walled, smooth, IKI-, CB-, (4.3-)4.5-5(-5.1)-(2.3-)2.4-2.9 µm,","Daedalea radiata_481470_53670","Basidiospores","-(4.3-)4.5-5(-5.1) x (2.3-)2.4-2.9",4.75,2.4,NA,NA
"basidiospores (5-5.5-2-3 µm)","Daedalea radiata_481470_53670","basidiospores","(5-5.5-2-3",3.75,NA,NA,NA
"Basidiospores cylindrical to allantoid, hyaline, thin-walled, smooth, IKI-, CB-, (9.7-)10-14 (-15) x (3.7-)3.9-4.6(-5) µm,","Megasporoporia bannaensis_481499_53691","Basidiospores","-(9.7-)10-14 (-15) x (3.7-)3.9-4.6(-5)",12,4.25,NA,NA
"Basidiospores cylindrical to oblong-ellipsoid to ellipsoid, hyaline, thin-walled, smooth, IKI-, CB-, 6-7.8(-8) x (2.5-)2.6-4 µm,","Megasporoporia minor_481502_53722","Basidiospores","-6-7.8(-8) x (2.5-)2.6-4",7.8,2.6,NA,NA
"Basidiospores broadly ellipsoid or ovoid, distinctly thick-walled, colorless, densely echinulate, but smooth in KOH, strongly amyloid, CB+, 5.8-7-4.4-5.3 µm.","Dentipellopsis dacrydicola_481572_53840","Basidiospores","+5.8-7-4.4-5.3",5.7,NA,NA,NA
"Basidiospores broadly ellipsoid or ovoid, distinctly thick-walled, colorless, densely echinulate, but smooth in KOH, strongly amyloid, some bearing a small guttule, CB+, (5.5-)5.8-7(-7.4) x (4.3-)4.4-5.3(-5.9) µm,","Dentipellopsis dacrydicola_481572_53841","Basidiospores","+(5.5-)5.8-7(-7.4) x (4.3-)4.4-5.3(-5.9)",7,4.85,NA,NA
"Basidiospores broadly ellipsoid, slightly thick-walled, colorless, densely echinulate, strongly amyloid, CB-, 3.2-3.7-2.4-2.8 µm.","Dentipellis coniferarum_481577_53845","Basidiospores","-3.2-3.7-2.4-2.8",3.05,NA,NA,NA
"Basidiospores broadly ellipsoid, slightly thick-walled, colorless, densely echinulate, strongly amyloid, CB-, (3-)3.2-3.7(-3.8) x (2.2-)2.4-2.8(-3) µm,","Dentipellis coniferarum_481577_53846","Basidiospores","-(3-)3.2-3.7(-3.8) x (2.2-)2.4-2.8(-3)",3.45,2.6,NA,NA
"Basidiospores ellipsoid to broadly ellipsoid, slightly thick-walled, colorless, densely echinulate, strongly amyloid, CB-, 3.4-4-2.3-2.7 µm.","Gloeodontia eriobotryae_481578_53847","Basidiospores","-3.4-4-2.3-2.7",3.15,NA,NA,NA
"Basidiospores ellipsoid to broadly ellipsoid, slightly thick-walled, colorless, densely echinulate, strongly amyloid, some bearing a small guttule, CB-, (3.3-)3.4-4-2.3-2.7(-2.8) µm,","Gloeodontia eriobotryae_481578_53848","Basidiospores","-(3.3-)3.4-4-2.3-2.7(-2.8)",3.15,NA,NA,NA
"Basidiospores 11.5 (13.7) 17.0 x 5.5 (6.6) 8.5 µm,","Inocybe breviterincarnata_481586_53856","Basidiospores","11.5 (13.7) 17.0 x 5.5 (6.6) 8.5",13.7,6.6,NA,NA
"Basidiospores 11.5(13.9)18.5 x 6.0(6.4)7.5 µm.","Inocybe niveivelata_481587_53858","Basidiospores","11.5(13.9)18.5 x 6.0(6.4)7.5",13.9,6.4,NA,NA
"Basidiospores 11.5 (13.9) 18.5 x 6.0 (6.4) 7.5 µm,","Inocybe niveivelata_481587_53858","Basidiospores","11.5 (13.9) 18.5 x 6.0 (6.4) 7.5",13.9,6.4,NA,NA
"Basidiospores 8.0 (10.7) 12.0 x 5.0 (5.6) 6.5 µm,","Inocybe cercocarpi_481588_53860","Basidiospores","8.0 (10.7) 12.0 x 5.0 (5.6) 6.5",10.7,5.6,NA,NA
"Basidiospores relatively narrow, 8.0(9.1)11.0 x 4.5(4.9)5.5 µm.","Inocybe occidentalis_481589_53862","Basidiospores","8.0(9.1)11.0 x 4.5(4.9)5.5",9.1,4.9,NA,NA
"Basidiospores 8.0 (9.1) 11.0 x 4.5 (4.9) 5.5 µm,","Inocybe occidentalis_481589_53862","Basidiospores","8.0 (9.1) 11.0 x 4.5 (4.9) 5.5",9.1,4.9,NA,NA
"Basidiospores 10.0 (11.2) 13.0 x 5.5 (6.2) 7.0 µm,","Inocybe aestiva_481590_53864","Basidiospores","10.0 (11.2) 13.0 x 5.5 (6.2) 7.0",11.2,6.2,NA,NA
"Basidiospores 7.6-8.0 x 4.6-5.4 µm,","Conocybe hausknechtii_481616_54072","Basidiospores","7.6-8.0 x 4.6-5.4",7.8,5,NA,NA
"Basidiospores  (11.3-)13.6-15.2(-16.4)-(4.6-)5.4-6.0(-6.5) µm","Boletus panniformis_481664_54113","Basidiospores","(11.3-)13.6-15.2(-16.4) x (4.6-)5.4-6.0(-6.5)",14.4,5.7,NA,NA
"Basidiospores  (9.1-)9.6-11.0(-13.2)-(3.7-)4.0-4.6(-5.4) µm","Boletus ventricosus_481665_54115","Basidiospores","(9.1-)9.6-11.0(-13.2) x (3.7-)4.0-4.6(-5.4)",10.3,4.3,NA,NA
"Basidiospores  (9.0-)10.3-11.7(-13.3)-(3.4-)4.0-4.5(-5.0) µm","Boletus cepaeodoratus_481666_54117","Basidiospores","(9.0-)10.3-11.7(-13.3) x (3.4-)4.0-4.5(-5.0)",11,4.25,NA,NA
"Basidiospores  (8.2-)9.4-10.6(-11.3)-(3.4-)3.9-4.4(-4.7 ) µm","Boletus viscidipellis_481667_54123","Basidiospores","(8.2-)9.4-10.6(-11.3) x (3.4-)3.9-4.4(-4.7 )",10,4.15,NA,NA
"basidiospores of the holotype short cylindrical, one side slightly concave, 4.8-5.9(-6.5)-2.2-2.6 µm.","Hymenochaete koeljalgii_481741_54194","basidiospores","4.8-5.9(-6.5)-2.2-2.6",6.5,NA,NA,NA
"Basidiospores (10)10.8-12(13) x 7.1-9 µm,","Craterellus atratoides_481742_54196","Basidiospores","(10)10.8-12(13) x 7.1-9",11.4,8.05,NA,NA
"Basidiospores (7)8-10 x 5.9-8(8.5) µm,","Craterellus strigosus_481743_54198","Basidiospores","(7)8-10 x 5.9-8(8.5)",8,8,NA,NA
"Basidiospores ellipsoid, truncate at maturity, yellowish brown, IKI-, CB+, double-walled, exospore smooth,endospore with moderate to coarse echinulae, sometimes even to short ridges up to 1.2 µm","Ganoderma lingzhi_481778_54222","Basidiospores","1.2",1.2,NA,NA,NA
"Basidiospores 6.4-7.2(-8) x 5.6-6.8 µm","Russula myrmecobroma_482008_54279","Basidiospores","6.4-7.2(-8) x 5.6-6.8",7.2,6.2,NA,NA
"Basidiospores (6.8-)7.2-7.46-8 x 6-6.8(-7.2) µm","Russula paxilliformis_482010_54283","Basidiospores","(6.8-)7.2-7.46-8 x 6-6.8(-7.2)",7.33,6.8,NA,NA
"Basidiospores 6.8-7.6 x 6-6.8 (Q = 1.11-1.13), subglobose to broadly ellipsoid; ornamentation of widely distributed, isolated, acute, narrowly conical elements, 1.5(-2) µm","Russula gelatinivelata_482011_54285","Basidiospores","1.5(-2)",1.75,NA,NA,NA
"Basidiospores broadly fusoid to subcylindrical, adaxially straight or slightly concave, smooth, thin-walled, colorless, (7-)8.5-10.5 x (2.2-)2.8-3.8(-4) µm,","Athelidium caucasicum_482373_54429","Basidiospores","(7-)8.5-10.5 x (2.2-)2.8-3.8(-4)",8.5,3.3,NA,NA
"Basidiospores (3.8-)4.0-5.4(-5.6) x (2.3-)3.2-4.0(-4.3) µm","Paralepistopsis amoenolens_482494_57407","Basidiospores","(3.8-)4.0-5.4(-5.6) x (2.3-)3.2-4.0(-4.3)",4.7,3.6,NA,NA
"Basidiospores (7-)7.5-8.5(-10) x (4.5-)5-5.5(-6.5) µm,","Stropharia rubrobrunnea_482513_54464","Basidiospores","(7-)7.5-8.5(-10) x (4.5-)5-5.5(-6.5)",8,5.25,NA,NA
"Basidiospores 2-3 µm","Morganella rimosa_482530_54513","Basidiospores","2-3",2.5,NA,NA,NA
